title;abstract;journal;area;field
INFERRING GEOTHERMAL HEAT FLUX FROM AN ICE-BOREHOLE TEMPERATURE PROFILE AT LAW DOME, EAST ANTARCTICA;GEOTHERMAL HEAT FLUX (GHF) IS AN IMPORTANT CONTROL ON THE DYNAMICS OF ANTARCTICA'S ICE SHEET BECAUSE IT CONTROLS BASAL MELT AND INTERNAL DEFORMATION. HOWEVER, IT IS HARD TO ESTIMATE BECAUSE OF A LACK OF IN-SITU MEASUREMENTS. ESTIMATING GHF FROM ICE-BOREHOLE TEMPERATURE PROFILES I;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
MODELING SPATIALLY DISTRIBUTED SNOW INSTABILITY AT A REGIONAL SCALE USING ALPINE3D;ASSESSING THE AVALANCHE DANGER LEVEL REQUIRES SNOW STRATIGRAPHY AND INSTABILITY DATA. AS SUCH DATA ARE USUALLY SPARSE, WE INVESTIGATED WHETHER DISTRIBUTED SNOW COVER MODELING CAN BE USED TO PROVIDE INFORMATION ON SPATIAL INSTABILITY PATTERNS RELEVANT FOR REGIONAL AVALANCHE FORECA;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
POLAR ICE CORE ORGANIC MATTER SIGNATURES REVEAL PAST ATMOSPHERIC CARBON COMPOSITION AND SPATIAL TRENDS ACROSS ANCIENT AND MODERN TIMESCALES;WE PRESENT POLAR ICE CORE ORGANIC MATTER (OM) FLUORESCENCE SIGNATURES TO RECONSTRUCT ANCIENT AND MODERN ATMOSPHERIC COMPOSITIONS AND RELATE OM SIGNALS TO PAST ECOLOGICAL CHANGES. OM COMPOSITION FROM THREE ARCTIC ICE CORES (CANADA AND GREENLAND) WAS CHARACTERIZED BY FLUORESCENCE S;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
CHARACTERIZATION OF SNOWFALL ESTIMATED BY IN SITU AND GROUND-BASED REMOTE-SENSING OBSERVATIONS AT TERRA NOVA BAY, VICTORIA LAND, ANTARCTICA;KNOWLEDGE OF THE PRECIPITATION CONTRIBUTION TO THE ANTARCTIC SURFACE MASS BALANCE IS ESSENTIAL FOR DEFINING THE ICE-SHEET CONTRIBUTION TO SEA-LEVEL RISE. OBSERVATIONS OF PRECIPITATION ARE SPARSE OVER ANTARCTICA, DUE TO HARSH ENVIRONMENTAL CONDITIONS. PRECIPITATION DURING THE SUMM;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
USING CLIMATE REANALYSIS DATA IN CONJUNCTION WITH MULTI-TEMPORAL SATELLITE THERMAL IMAGERY TO DERIVE SUPRAGLACIAL DEBRIS THICKNESS CHANGES FROM ENERGY-BALANCE MODELLING;SURFACE ENERGY-BALANCE MODELS ARE COMMONLY USED IN CONJUNCTION WITH SATELLITE THERMAL IMAGERY TO ESTIMATE SUPRAGLACIAL DEBRIS THICKNESS. REMOVING THE NEED FOR LOCAL METEOROLOGICAL DATA IN THE DEBRIS THICKNESS ESTIMATION WORKFLOW COULD IMPROVE THE VERSATILITY AND SPATIOTEMPORAL AP;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
NUMERICAL EXPERIMENTS ON FIRN ISOTOPE DIFFUSION WITH THE COMMUNITY FIRN MODEL;ADVANCES IN ANALYTICAL METHODS HAVE MADE IT POSSIBLE TO OBTAIN HIGH-RESOLUTION WATER ISOTOPIC DATA FROM ICE CORES. THEIR SPECTRAL SIGNATURE CONTAINS INFORMATION ON THE DIFFUSION PROCESS THAT ATTENUATED THE ISOTOPIC SIGNAL DURING THE FIRN DENSIFICATION PROCESS. HERE, WE PROVIDE A ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
MODELING THE IMPACTS OF CLIMATE CHANGE ON MASS BALANCE AND DISCHARGE OF EKLUTNA GLACIER, ALASKA, 1985-2019;"ALASKA'S LARGEST CITY, ANCHORAGE, DEPENDS ON EKLUTNA GLACIER MELTWATER FOR DRINKING WATER AND HYDROPOWER GENERATION; HOWEVER, THE 29 KM(2) GLACIER IS RAPIDLY RETREATING. WE USED A TEMPERATURE-INDEX MODEL FORCED WITH LOCAL WEATHER STATION DATA TO RECONSTRUCT THE GLACIER'S MASS BAL";JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
COMPARISON OF HISTORICAL AND RECENT ACCUMULATION RATES ON ABRAMOV GLACIER, PAMIR ALAY;GLACIERS LOCATED IN WESTERN HIGH MOUNTAIN ASIA (HMA) HAVE SHOWN MASS GAIN OR LIMITED MASS LOSSES COMPARED TO OTHER MOUNTAIN REGIONS SINCE SIMILAR TO 2000. INCREASES IN ACCUMULATION MAY BE RESPONSIBLE. ALTHOUGH NO CONTEMPORARY MEASUREMENTS EXIST TO EXPLORE THIS HYPOTHESIS, EXTENSI;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
VALIDATION OF REMOTE-SENSING PRODUCTS OF SEA-ICE MOTION: A CASE STUDY IN THE WESTERN ARCTIC OCEAN;THE ACCURACY OF SEA-ICE MOTION PRODUCTS PROVIDED BY THE NATIONAL SNOW AND ICE DATA CENTER (NSIDC) AND THE OCEAN AND SEA ICE SATELLITE APPLICATION FACILITY (OSI-SAF) WAS VALIDATED WITH DATA COLLECTED BY ICE DRIFTERS THAT WERE DEPLOYED IN THE WESTERN ARCTIC OCEAN IN 2014 AND 2016. ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
DASSO: A DATA ASSIMILATION SYSTEM FOR THE SOUTHERN OCEAN THAT UTILIZES BOTH SEA-ICE CONCENTRATION AND THICKNESS OBSERVATIONS;TO IMPROVE ANTARCTIC SEA-ICE SIMULATIONS AND ESTIMATIONS, AN ENSEMBLE-BASED DATA ASSIMILATION SYSTEM FOR THE SOUTHERN OCEAN (DASSO) WAS DEVELOPED BASED ON A REGIONAL SEA ICE-OCEAN COUPLED MODEL, WHICH ASSIMILATES SEA-ICE THICKNESS (SIT) TOGETHER WITH SEA-ICE CONCENTRATION (SIC) D;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
MODELLING DYNAMIC ICE-SHEET BOUNDARIES AND GROUNDING LINE MIGRATION USING THE LEVEL SET METHOD;COMPUTING PREDICTIONS OF FUTURE SEA LEVEL THAT INCLUDE WELL-DEFINED UNCERTAINTY BOUNDS REQUIRES MODELS THAT ARE CAPABLE OF ROBUSTLY SIMULATING THE EVOLUTION OF ICE SHEETS AND GLACIERS. ICE FLOW BEHAVIOUR IS KNOWN TO BE SENSITIVE TO THE LOCATION AND GEOMETRY OF DYNAMIC ICE BOUNDAR;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
POROSITY FORMATION DURING ATMOSPHERIC ICE ACCRETION: MEASUREMENTS USING MICRO-COMPUTED TOMOGRAPHY;ATMOSPHERIC ICE ACCRETION RESULTS FROM THE EXPOSURE OF TECHNICAL EQUIPMENT OR FACILITIES TO COLD AND HUMID ENVIRONMENTS. SUPERCOOLED DROPLETS IN A CLOUD CAN IMPACT AN AIRPLANE'S SURFACE AND QUICKLY FORM AN ICE LAYER. THE PRESENCE OF AIR POCKETS IN SUCH A LAYER IS WELL KNOWN AND E;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
A NEW GLOBAL GRIDDED GLACIER DATASET BASED ON THE RANDOLPH GLACIER INVENTORY VERSION 6.0;GRIDDED GLACIER DATASETS ARE ESSENTIAL FOR VARIOUS GLACIOLOGICAL AND CLIMATOLOGICAL RESEARCH BECAUSE THEY LINK GLACIER COVER WITH THE CORRESPONDING GRIDDED METEOROLOGICAL VARIABLES. HOWEVER, THERE ARE SIGNIFICANT DIFFERENCES BETWEEN THE GRIDDED DATA AND THE SHAPEFILE DATA IN THE ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
SPATIOTEMPORAL VARIABILITY OF SURFACE VELOCITIES OF MONSOON TEMPERATE GLACIERS IN THE KANGRI KARPO MOUNTAINS, SOUTHEASTERN TIBETAN PLATEAU;INFLUENCED BY THE INDIAN MONSOON, THE KANGRI KARPO MOUNTAINS (KKM) OF THE SOUTHEASTERN TIBETAN PLATEAU IS THE MOST HUMID PART OF THE PLATEAU, AND ONE OF THE MOST IMPORTANT REGIONS WITH NUMEROUS MONSOON TEMPERATE GLACIERS. GLACIER MASS BALANCE ESTIMATES HAVE BEEN STRONGLY NEGATIVE;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
EFFICIENCY OF ARTIFICIAL NEURAL NETWORKS FOR GLACIER ICE-THICKNESS ESTIMATION: A CASE STUDY IN WESTERN HIMALAYA, INDIA;KNOWLEDGE OF GLACIER VOLUME IS CRUCIAL FOR ICE FLOW MODELLING AND PREDICTING THE IMPACTS OF CLIMATE CHANGE ON GLACIERS. RUGGED TERRAIN, HARSH WEATHER CONDITIONS AND LOGISTIC COSTS LIMIT FIELD-BASED ICE THICKNESS OBSERVATIONS IN THE HIMALAYA. REMOTE-SENSING APPLICATIONS, TOGETHER ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
INVESTIGATING THE BIAS OF TANDEM-X DIGITAL ELEVATION MODELS OF GLACIERS ON THE TIBETAN PLATEAU: IMPACTING FACTORS AND POTENTIAL EFFECTS ON GEODETIC MASS-BALANCE MEASUREMENTS;THE TANDEM-X DEM IS A VALUABLE DATA SOURCE FOR ESTIMATING GLACIER MASS BALANCE. HOWEVER, THE ACCURACY OF TANDEM-X ELEVATION OVER GLACIERS CAN BE AFFECTED BY MICROWAVE PENETRATION AND PHASE DECORRELATION. TO INVESTIGATE THE BIAS OF TANDEM-X DEMS OF GLACIERS ON THE TIBETAN PLATEAU,;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
EVALUATION OF THE RELATIVE CONTRIBUTION OF METEOROLOGICAL AND OCEANIC FORCES TO THE DRIFT OF ICE ISLANDS OFFSHORE NEWFOUNDLAND;ON 29 APRIL 2015, FOUR BEACONS WERE DEPLOYED ONTO AN ICE ISLAND IN THE STRAIT OF BELLE ISLE TO RECORD POSITIONAL DATA. THE ICE ISLAND LATER BROKE UP INTO MANY FRAGMENTS, FOUR OF WHICH WERE TRACKED BY THE BEACONS. THE RELATIVE INFLUENCES OF WIND DRAG, CURRENT DRAG, CORIOLIS FORCE,;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
BIAS-CORRECTED ESTIMATES OF GLACIER THICKNESS IN THE COLUMBIA RIVER BASIN, CANADA;SEVERAL GLOBAL DATASETS OF GLACIER THICKNESS EXIST, BUT THE NUMBER OF OBSERVATIONS FROM WESTERN CANADA ARE SPARSE AND SPATIALLY BIASED. TO SUPPLEMENT THESE LIMITED OBSERVATIONS, WE MEASURED ICE THICKNESS WITH ICE PENETRATING RADAR ON FIVE GLACIERS IN THE COLUMBIA MOUNTAINS, CANAD;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
MASS-BALANCE OBSERVATION, RECONSTRUCTION AND SENSITIVITY OF STOK GLACIER, LADAKH REGION, INDIA, BETWEEN 1978 AND 2019;WE PRESENT THE FIRST-EVER MASS-BALANCE (MB) OBSERVATION (2014-19), RECONSTRUCTION (BETWEEN 1978 AND 2019) AND SENSITIVITY OF DEBRIS-FREE STOK GLACIER (33.98 DEGREES N, 77.45 DEGREES E), LADAKH REGION, INDIA. IN-SITU MB WAS NEGATIVE THROUGHOUT THE STUDY PERIOD EXCEPT IN 2018/19 WH;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
LIMITED IMPACT OF CLIMATE FORCING PRODUCTS ON FUTURE GLACIER EVOLUTION IN SCANDINAVIA AND ICELAND;DUE TO CLIMATE CHANGE, WORLDWIDE GLACIERS ARE RAPIDLY DECLINING. THE TREND WILL CONTINUE INTO THE FUTURE, WITH CONSEQUENCES FOR SEA LEVEL, WATER AVAILABILITY AND TOURISM. HERE, WE ASSESS THE FUTURE EVOLUTION OF ALL GLACIERS IN SCANDINAVIA AND ICELAND UNTIL 2100 USING THE COUPLED ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
WATER CONTENT OF FIRN AT LOMONOSOVFONNA, SVALBARD, DERIVED FROM SUBSURFACE TEMPERATURE MEASUREMENTS;THE POTENTIAL OF CAPILLARY FORCES TO RETAIN WATER IN PORES IS AN IMPORTANT PROPERTY OF SNOW AND FIRN AT GLACIERS. MELTWATER SUSPENDED IN PORES DOES NOT CONTRIBUTE TO RUNOFF AND MAY REFREEZE DURING WINTER, WHICH CAN AFFECT THE CLIMATIC MASS BALANCE AND THE SUBSURFACE DENSITY AND T;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
A NEW APPROACH TO INFERRING BASAL DRAG AND ICE RHEOLOGY IN ICE STREAMS, WITH APPLICATIONS TO WEST ANTARCTIC ICE STREAMS;DRAG AT THE BED AND ALONG THE LATERAL MARGINS ARE THE PRIMARY FORCES RESISTING FLOW IN OUTLET GLACIERS. SIMULTANEOUSLY INFERRING THESE PARAMETERS IS CHALLENGING SINCE BASAL DRAG AND ICE VISCOSITY ARE COUPLED IN THE MOMENTUM BALANCE, WHICH GOVERNS ICE FLOW. WE TEST THE ABILITY OF ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
SPATIAL AND TEMPORAL VARIATIONS OF FRACTIONATION OF STABLE ISOTOPES IN EAST-ANTARCTIC SNOW;STABLE ISOTOPE RATIOS (DELTA O-18 AND DELTA D) IN ANTARCTIC SNOW AND ICE ARE BASIC PROXY INDICES OF CLIMATE IN ICE CORE STUDIES. THE RELATION BETWEEN THE RATIOS HAS IMPORTANT INDICATIVE SIGNIFICANCE FOR MOISTURE SOURCES. IN GENERAL, THE FRACTIONATION CHARACTERISTICS OF THE TWO IS;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
NON-SURFACE MASS BALANCE OF GLACIERS IN ICELAND;NON-SURFACE MASS BALANCE IS NON-NEGLIGIBLE FOR GLACIERS IN ICELAND. SEVERAL ICELANDIC GLACIERS ARE IN THE NEO-VOLCANIC ZONE WHERE A COMBINATION OF GEOTHERMAL ACTIVITY, VOLCANIC ERUPTIONS AND GEOTHERMAL HEAT FLUX MUCH HIGHER THAN THE GLOBAL AVERAGE LEAD TO BASAL MELTING CLOSE TO 1;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
ON THE PHYSICAL BASIS FOR THE CREEP OF ICE: THE HIGH TEMPERATURE REGIME;THIS WORK QUANTIFIES THE INCREASED TEMPERATURE SENSITIVITY OF THE CONSTITUTIVE BEHAVIOR OF ICE WITH PROXIMITY TO THE MELTING POINT IN TERMS OF DISLOCATION MECHANICS. AN ANALYSIS OF QUASISTATIC AND DYNAMIC CYCLIC LOADING DATA FOR SEVERAL ICE TYPES LEADS TO THE CONCLUSION THAT HIGH;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
ENGLACIAL DRAINAGE STRUCTURES IN AN EAST ANTARCTIC OUTLET GLACIER;GROUND-PENETRATING RADAR DATA ACQUIRED IN THE 2016/17 AUSTRAL SUMMER ON SORSDAL GLACIER, EAST ANTARCTICA, PROVIDE EVIDENCE FOR MELTWATER LENSES WITHIN POROUS SURFACE ICE THAT ARE CONCEPTUALLY SIMILAR TO FIRN AQUIFERS OBSERVED ON THE GREENLAND ICE SHEET AND THE ARCTIC AND ALPINE G;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
SEASONAL DYNAMICS OF SNOW ABLATION ON SELECTED GLACIERS IN CENTRAL SPITSBERGEN DERIVED FROM SENTINEL-2 SATELLITE IMAGES;THE DYNAMICS OF SEASONAL SNOW ABLATION ON SIX GLACIERS IN CENTRAL SPITSBERGEN (DICKSONLAND) WERE ASSESSED BY EXAMINING A SET OF SENTINEL-2 SATELLITE IMAGES COVERING THE SUMMER ABLATION SEASON FOR THE PERIOD 2016-19. ALL GLACIERS LOST 80% OR MORE OF THEIR SURFACE SNOW COVER DURING;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
CALIBRATION OF A FRONTAL ABLATION PARAMETERISATION APPLIED TO GREENLAND'S PERIPHERAL CALVING GLACIERS;WE CALIBRATE THE CALVING PARAMETERISATION IMPLEMENTED IN THE OPEN GLOBAL GLACIER MODEL VIA TWO METHODS (VELOCITY CONSTRAINT AND SURFACE MASS BALANCE (SMB) CONSTRAINT) AND ASSESS THE IMPACT OF ACCOUNTING FOR FRONTAL ABLATION ON THE ICE VOLUME ESTIMATE OF GREENLAND TIDEWATER PERIPH;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
A BAYESIAN ICE THICKNESS ESTIMATION MODEL FOR LARGE-SCALE APPLICATIONS;ACCURATE ESTIMATIONS OF ICE THICKNESS AND VOLUME ARE INDISPENSABLE FOR ICE FLOW MODELLING, HYDROLOGICAL FORECASTS AND SEA-LEVEL RISE PROJECTIONS. WE PRESENT A NEW ICE THICKNESS ESTIMATION MODEL BASED ON A MASS-CONSERVING FORWARD MODEL AND A BAYESIAN INVERSION SCHEME. THE FORWARD ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
NEW INSIGHTS INTO ICE ACCUMULATION AT GALENA CREEK ROCK GLACIER FROM RADAR IMAGING OF ITS INTERNAL STRUCTURE;THE ICE-CORED GALENA CREEK ROCK GLACIER, WYOMING, USA, HAS BEEN THE SUBJECT OF A NUMBER OF STUDIES THAT SOUGHT TO DETERMINE THE ORIGIN OF ITS ICE. WE PRESENT NEW OBSERVATIONS OF THE ROCK GLACIER'S INTERNAL STRUCTURE FROM GROUND-PENETRATING RADAR TO CONSTRAIN ICE AND DEBRIS DISTRI;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
TEXTURE CHARACTERIZATION OF SOME LARGE HAILSTONES WITH AN AUTOMATED TECHNIQUE;HAILSTONE STRUCTURES HAVE BEEN STUDIED FOR OVER A CENTURY, BUT SO FAR MAINLY BY MANUAL OPTICAL MEANS. THIS PAPER PRESENTS NEW TEXTURE AND MICROSTRUCTURE DATA (I.E. CRYSTAL LATTICE ORIENTATIONS, GRAIN SIZES AND SHAPES) MEASURED WITH AN AUTOMATIC ICE TEXTURE ANALYZER, WHICH GIVES A;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
APPLICATION OF THE RADIONUCLIDE PB-210 IN GLACIOLOGY - AN OVERVIEW;PB-210 IS AN ENVIRONMENTAL RADIONUCLIDE WITH A HALF-LIFE OF 22.3 YEARS, FORMED IN THE ATMOSPHERE VIA RADIOACTIVE DECAY OF RADON (RN-222). RN-222 ITSELF IS A NOBLE GAS WITH A HALF-LIFE OF 3.8 DAYS AND IS FORMED VIA RADIOACTIVE DECAY OF URANIUM (U-238) CONTAINED IN THE EARTH CRUST ;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
PURE ROTATIONAL RAMAN SPECTROSCOPY APPLIED TO N-2/O-2 ANALYSIS OF AIR BUBBLES IN POLAR FIRN;EARLIER GAS MEASUREMENTS OF FIRN AIR (ATMOSPHERE IN OPEN PORE CHANNELS) AT POLAR SITES HAVE REVEALED THE OCCURRENCE OF GAS FRACTIONATION PHENOMENA DURING BUBBLE CLOSE-OFF, IN ADDITION TO WELL-KNOWN THERMAL AND GRAVITATIONAL GAS SEPARATION. NEVERTHELESS, BECAUSE OF DIFFICULTIES PO;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
A NOVEL TILT SENSOR FOR STUDYING ICE DEFORMATION: APPLICATION TO STREAMING ICE ON JARVIS GLACIER, ALASKA;WE DEVELOPED A TILT SENSOR FOR STUDYING ICE DEFORMATION AND INSTALLED OUR TILT SENSOR SYSTEMS IN TWO BOREHOLES DRILLED CLOSE TO THE SHEAR MARGIN OF JARVIS GLACIER, ALASKA TO OBTAIN KINEMATIC MEASUREMENTS OF STREAMING ICE. WE USED THE COLLECTED TILT DATA TO CALCULATE BOREHOLE DEFO;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
BASAL SEISMICITY OF THE NORTHEAST GREENLAND ICE STREAM;SEISMIC STUDIES OF GLACIERS YIELD INSIGHTS INTO SPATIO-TEMPORAL PROCESSES WITHIN AND BENEATH GLACIERS ON SCALES RELEVANT TO FLOW AND DEFORMATION OF THE ICE. THESE METHODS ENABLE DIRECT MONITORING OF THE BED IN WAYS THAT COMPLEMENT OTHER GEOPHYSICAL TECHNIQUES, SUCH AS GEODETIC OR;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
INFLUENCE OF GLACIER RUNOFF AND NEAR-TERMINUS SUBGLACIAL HYDROLOGY ON FRONTAL ABLATION AT A LARGE GREENLANDIC TIDEWATER GLACIER;FRONTAL ABLATION FROM TIDEWATER GLACIERS IS A MAJOR COMPONENT OF THE TOTAL MASS LOSS FROM THE GREENLAND ICE SHEET. IT REMAINS UNCLEAR, HOWEVER, HOW CHANGES IN ATMOSPHERIC AND OCEANIC TEMPERATURES TRANSLATE INTO CHANGES IN FRONTAL ABLATION, IN PART DUE TO SPARSE OBSERVATIONS AT SU;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
ON THE DISEQUILIBRIUM RESPONSE AND CLIMATE CHANGE VULNERABILITY OF THE MASS-BALANCE GLACIERS IN THE ALPS;GLACIERS IN THE ALPS AND SEVERAL OTHER REGIONS IN THE WORLD HAVE EXPERIENCED STRONG NEGATIVE MASS BALANCES OVER THE PAST FEW DECADES. SOME OF THEM ARE DISAPPEARING, UNDERGOING EXCEPTIONALLY NEGATIVE MASS BALANCES THAT IMPACT THE MEAN REGIONAL VALUE, AND REQUIRE REPLACEMENT. IN TH;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
EVALUATING THE TRANSFERABILITY OF EMPIRICAL MODELS OF DEBRIS-COVERED GLACIER MELT;SUPRAGLACIAL DEBRIS IS SIGNIFICANT IN MANY REGIONS AND COMPLICATES MODELING OF GLACIER MELT, WHICH IS REQUIRED FOR PREDICTING GLACIER CHANGE AND ITS INFLUENCES ON HYDROLOGY AND SEA-LEVEL RISE. TEMPERATURE-INDEX MODELS ARE A POPULAR ALTERNATIVE TO ENERGY-BALANCE MODELS WHEN FORCIN;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
RADIOMETRIC ANALYSIS OF DIGITIZED Z-SCOPE RECORDS IN ARCHIVAL RADAR SOUNDING FILM;THE EARLIEST AIRBORNE GEOPHYSICAL CAMPAIGNS OVER ANTARCTICA AND GREENLAND IN THE 1960S AND 1970S COLLECTED ICE PENETRATING RADAR DATA ON 35 MM OPTICAL FILM. EARLY SUBGLACIAL TOPOGRAPHIC AND ENGLACIAL STRATIGRAPHIC ANALYSES OF THESE DATA WERE FOUNDATIONAL TO THE FIELD OF RADIOGLAC;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
VISCOUS AND ELASTIC BUOYANCY STRESSES AS DRIVERS OF ICE-SHELF CALVING;THE ANTARCTIC ICE SHEET LOSES MASS VIA ITS ICE SHELVES PREDOMINANTLY THROUGH TWO PROCESSES: BASAL MELTING AND ICEBERG CALVING. ICEBERG CALVING IS EPISODIC AND INFREQUENT, AND NOT WELL PARAMETERIZED IN ICE-SHEET MODELS. HERE, WE INVESTIGATE THE IMPACT OF HYDROSTATIC FORCES ON CALV;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
MULTI-SENSOR REMOTE SENSING TO MAP GLACIER DEBRIS COVER IN THE GREATER CAUCASUS, GEORGIA;GLOBAL WARMING IS CAUSING GLACIERS IN THE CAUCASUS MOUNTAINS AND AROUND THE WORLD TO LOSE MASS AT AN ACCELERATED PACE. AS A RESULT OF THIS RAPID RETREAT, SIGNIFICANT PARTS OF THE GLACIERIZED SURFACE AREA CAN BE COVERED WITH DEBRIS DEPOSITS, OFTEN MAKING THEM INDISTINGUISHABLE FRO;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
DEEP MULTI-SCALE LEARNING FOR AUTOMATIC TRACKING OF INTERNAL LAYERS OF ICE IN RADAR DATA;IN THIS STUDY, OUR GOAL IS TO TRACK INTERNAL ICE LAYERS ON THE SNOW RADAR DATA COLLECTED BY NASA OPERATION ICEBRIDGE. WE EXAMINE THE APPLICATION OF DEEP LEARNING METHODS ON RADAR DATA GATHERED FROM POLAR REGIONS. ARTIFICIAL INTELLIGENCE TECHNIQUES HAVE DISPLAYED IMPRESSIVE SUCCES;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
CLASSIFICATION AND KINEMATICS OF THE PLANPINCIEUX GLACIER BREAK-OFFS USING PHOTOGRAPHIC TIME-LAPSE ANALYSIS;HEREIN, WE PRESENT RESULTS OBTAINED FROM TIME-LAPSE IMAGERY ACQUIRED BY A DIGITAL SINGLE-LENS REFLEX CAMERA DURING 2014-18 USED TO MONITOR THE PLANPINCIEUX GLACIER ON THE ITALIAN SIDE OF THE GRANDES JORASSES (MONT BLANC MASSIF). WE PROCESSED THE IMAGES USING IMAGE CROSS-CORRELATI;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
ANTARCTIC ICE-SHEET STRUCTURES RETRIEVED FROM P-WAVE CODA AUTOCORRELATION METHOD AND COMPARISONS WITH TWO OTHER SINGLE-STATION PASSIVE SEISMIC METHODS;PASSIVE SEISMOLOGY IS BECOMING INCREASINGLY POPULAR FOR GLACIER/ICE-SHEET STRUCTURE INVESTIGATIONS IN POLAR REGIONS. SINGLE-STATION PASSIVE SEISMIC METHODS INCLUDING P-WAVE RECEIVER FUNCTIONS (PRFS), HORIZONTAL-TO-VERTICAL SPECTRAL RATIO (HVSR) AND A RECENTLY PROPOSED AUTOCORRELA;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
CAN UNCONFINED ICE SHELVES PROVIDE BUTTRESSING VIA HOOP STRESSES?;THE STRESS BALANCE WITHIN AN ICE SHELF IS KEY TO THE RESISTANCE, OR BUTTRESSING, IT CAN PROVIDE AND IN PART CONTROLS THE RATE OF ICE DISCHARGE FROM THE UPSTREAM ICE SHEET. UNCONFINED ICE SHELVES ARE WIDELY ASSUMED TO PROVIDE NO BUTTRESSING. HOWEVER, THEORY AND LABORATORY-SCALE AN;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
FORMATION, FLOW AND BREAK-UP OF EPHEMERAL ICE MELANGE AT LECONTE GLACIER AND BAY, ALASKA;ICE MELANGE HAS BEEN POSTULATED TO IMPACT GLACIER AND FJORD DYNAMICS THROUGH A VARIETY OF MECHANICAL AND THERMODYNAMIC COUPLINGS. HOWEVER, OBSERVATIONS OF THESE INTERACTIONS ARE VERY LIMITED. HERE, WE REPORT ON GLACIOLOGICAL AND OCEANOGRAPHIC DATA THAT WERE COLLECTED FROM 2016 TO;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
A SCALE-DEPENDENT MODEL TO REPRESENT CHANGING AERODYNAMIC ROUGHNESS OF ABLATING GLACIER ICE BASED ON REPEAT TOPOGRAPHIC SURVEYS;TURBULENT FLUXES MAKE A SUBSTANTIAL AND GROWING CONTRIBUTION TO THE ENERGY BALANCE OF ICE SURFACES GLOBALLY, BUT ARE POORLY CONSTRAINED OWING TO CHALLENGES IN ESTIMATING THE AERODYNAMIC ROUGHNESS LENGTH (Z(0)). HERE, WE USED STRUCTURE FROM MOTION (SFM) PHOTOGRAMMETRY AND TERRESTR;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
SPECTRAL ALBEDO OF COASTAL LANDFAST SEA ICE IN PRYDZ BAY, ANTARCTICA;THE SURFACE SPECTRAL ALBEDO WAS MEASURED OVER COASTAL LANDFAST SEA ICE IN PRYDZ BAY (OFF ZHONGSHAN STATION), EAST ANTARCTICA FROM 5 OCTOBER TO 26 NOVEMBER OF 2016. THE MEAN ALBEDO DECREASED FROM LATE-SPRING TO EARLY-SUMMER, MAINLY RESPONDING TO THE CHANGE IN SURFACE CONDITIONS FR;JOURNAL OF GLACIOLOGY;Geosciences;Glaciology
